ExamDescription,GroupName
SPCAIPF,IR Venous Portacath Insertion
SPCAIPPIF,IR Venous Portacath Insertion
SPCAIPPIU,IR Venous Portacath Insertion
SPCAIPU,IR Venous Portacath Insertion
USCAIP,IR VENOUS PORTACATH INSERTION
SPCARPPF,IR Venous Portacath Removal
SPVEFIL,IR Vertebroplasty
SPVEOTL,IR Vertebroplasty
SPANPEU,IR Angio Peripheral
SPANCE2V,IR Angio Cerebral 2 Vessels
SPANTHSOW,IR Angio Thoracic
SPANFIS,IR Angioplasty
SPANINR,IR Angioplasty
SPANINS,IR Angioplasty
SPANOPS,IR Angioplasty
SPANOR,IR Angioplasty
SPANOTS,IR Angioplasty
SPANSAN,IR Angioplasty
SPI-BIBO,IR Angioplasty
GPBRACHS,IR Brachytherapy
SPBRACH,IR Brachytherapy
FLIVCFIS,IR IVC Filter
SPSTREB,IR Renal Stent Insertion
SPSTREL,IR Renal Stent Insertion
SPSTRER,IR Renal Stent Insertion
SPANVELS,IR Angio Neck
SPANVERS,IR Angio Neck
SPANCE3V,IR Angio Cerebral 3 Vessels
SPANRE,IR Angio Abdomen
SPANRESO,IR Angio Abdomen
SPANCE4V,IR Angio Cerebral 4 Vessels
SPANCE5V,IR Angio Cerebral 5 Vessels
SPANBRO,IR Angio Upper Extremity
GPANFERAN,IR Angioplasty Femoral UNI
SPANFELAN,IR Angioplasty Femoral UNI
GPARANL,IR Arthrogram Ankle
GPARANR,IR Arthrogram Ankle
GPARELL,IR Arthrogram Elbow
GPARELR,IR Arthrogram Elbow
GPARHIL,IR Arthrogram Hip
GPARHIR,IR Arthrogram Hip
GPARHIRO,IR Arthrogram Hip
SPANCE6V,IR Angio Cerebral 6 Vessels
GPARKNL,IR Arthrogram Knee
GPARKNR,IR Arthrogram Knee
GPARSHL,IR Arthrogram Shoulder
GPARSHR,IR Arthrogram Shoulder
GPARSHRO,IR Arthrogram Shoulder
GPARTMJ,IR Arthrogram Shoulder
GPARWRL,IR Arthrogram Wrist
GPARWRR,IR Arthrogram Wrist
SPASECBU,IR Aspiration
SPASJF,IR Aspiration
SPASJFA,IR Aspiration
SPASABCU,IR Aspiration Abdomen
SPASABFU,IR Aspiration Abdomen
SPASCHU,IR Aspiration Chest
GPBILI,IR Biopsy Liver
SPBILI,IR Biopsy Liver
SPBITJL,IR Biopsy Liver
GPBIMAC,IR Biopsy under Fluoro
SPBI,IR Biopsy under Fluoro
SPBIMEF,IR Biopsy under Fluoro
FLDIR,IR Discography
GPDIR,IR Discography
SPDIR,IR Discography
SPDIROL,IR Discography
SPNEBCSU,IR Block Cervical Root/Facet Single
FLNEBLSF,IR Block Lumbar Root-Facet Single
FLASIJF,IR Joint Injection-Aspiration
FLASIJFA,IR Joint Injection-Aspiration
FLASJF,IR Joint Injection-Aspiration
GPASIJF,IR Joint Injection/Aspiration
GPASIJFA,IR Joint Injection/Aspiration
GPASJF,IR Joint Injection-Aspiration
GPASJFA,IR Joint Injection-Aspiration
GPI-ASJ,IR Joint Injection/Aspiration
SPASIJF,IR Joint Injection/Aspiration
SPASIJFA,IR Joint Injection/Aspiration
SPJOA,IR Joint Injection/Aspiration
SPTUINGC,IR NJ-NG tube insertion
SPTUINGW,IR NJ-NG tube insertion
SPTUINJC,IR NJ-NG tube insertion
FLNEBPMF,IR Peripheral Nerve Block Injection
FLNEBPMU,IR Peripheral Nerve Block Injection
FLNEBPSF,IR Peripheral Nerve Block Injection
FLNEBPSU,IR Peripheral Nerve Block Injection
GPNEBPMF,IR Peripheral Nerve Block Injection
GPNEBPMU,IR Peripheral Nerve Block Injection
GPNEBPSF,IR Peripheral Nerve Block Injection
GPNEBPSU,IR Peripheral Nerve Block Injection
SPTUCU,IR Tube Change
FLTURU,IR Tube Removal
GPTURU,IR Tube Removal
GPTURW,IR TUBE REMOVAL
GPMYC,IR Myelogram
GPMYCE,IR Myelogram
GPMYLU,IR Myelogram
GPMYSA,IR Myelogram
SPMYCE,IR Myelogram
SPMYLU,IR Myelogram
SPMYTH,IR Myelogram
SPREO,IR Rad Review
CCLAPP,IR Angioplasty Peripheral
CCLAPR,IR Angioplasty Renal BIL
SPANREBS,IR Angioplasty Renal BIL
SPANRELS,IR Angioplasty Renal LT
SPANRERS,IR Angioplasty Renal RT
GPCAPCA,IR Angio Catheter
SPCAPCA,IR Angio Catheter
SPCARA,IR Angio Catheter
SPANNECS,IR Angio Head
SPEM,IR Embolization
SPEMC,IR Embolization
SPEMN,IR Embolization
SPEMN30SR,IR Embolization
SPEMNAVM30SR,IR Embolization
SPEMNS,IR Embolization
SPERCPS,IR Pancreatic ERCP
SPERCPSS,IR Pancreatic ERCP
FLIL,IR Loopogram
GPIL,IR Loopogram
GPBILUN,IR Biopsy Chest
GPI-COD,IR Biopsy Chest
SPBILUL,IR Biopsy Chest
SPBILUN,IR Biopsy Chest
SPBILUR,IR Biopsy Chest
SPBILURF,IR Biopsy Chest
GPBILURF,IR BIOPSY LUNG RT
GPREFBS,IR Foreign Body Retrieval
SPREFB,IR Foreign Body Retrieval
GPVA,IR Vesiculography
GPBILULF,IR Biopsy Lung BILAT 
FLVA,IR VASOGRAM
SPANICR,IR Angio Cerebral PTA
SPTHAT,IR Miscellaneous Ablation Alcohol
GPBIPE,IR BIOPSY PELVIS
SPBILYNPEU,IR BIOPSY PELVIS
SPBIPE,IR BIOPSY PELVIS
GPBIAB,IR BIOPSY ABDOMEN
GPBIPA,IR BIOPSY ABDOMEN
GPBISP,IR BIOPSY ABDOMEN
SPBILYNABU,IR BIOPSY ABDOMEN
SPBILULF,IR BIOPSY LUNG
FLBINE,IR Biopsy Neck
GPBINE,IR Biopsy Neck
GPBIPAG,IR Biopsy Neck
SPBILYNNEU,IR Biopsy Neck
SPBINE,IR Biopsy Neck
SPBIPAGL,IR Biopsy Neck
SPBIPAGR,IR Biopsy Neck
SPI-VE,IR VENOGRAM
SPPEACIAI,IR Percutaneous Alcohol Ablation
SPTUAC,IR Tumour Embolization
SPTUAHA,IR Tumour Embolization
SPTUASL,IR Tumour Embolization
SPTUATL,IR Tumour Embolization
GPISTEVARS,IR Angio EVAR Stent Abdominal
SPSTEVARS,IR Angio EVAR Stent Abdominal
SPSTEVARSR,IR Angio EVAR Stent Abdominal
FLBAOPA,IR Balloon Occlusion Placenta Accretia
GPBAOPA,IR Balloon Occlusion Placenta Accretia
SPBAOPA,IR Balloon Occlusion Placenta Accretia
SPANSEM,IR Angio Embolization
SPI-EMN,IR Angio Embolization
SPEXL3D,IR Extremity Lower 3D
GPI-ARL,IR Incomplete Exam
GPI-ARU,IR Incomplete Exam
GPI-BI,IR Incomplete Exam
GPI-BILUN,IR Incomplete Exam
GPI-CO,IR Incomplete Exam
GPI-COP,IR Incomplete Exam
GPI-EPB,IR Incomplete Exam
GPI-ERCPS,IR Incomplete Exam
GPI-HY,IR Incomplete Exam
GPI-INFSM,IR Incomplete Exam
GPI-INFSS,IR Incomplete Exam
GPI-INJ,IR Incomplete Exam
GPI-INJS,IR Incomplete Exam
GPI-LUP,IR Incomplete Exam
GPI-NEBSMAO,IR Incomplete Exam
GPI-NEBSSAO,IR Incomplete Exam
GPI-PEND,IR Incomplete Exam
GPI-SIA,IR Incomplete Exam
GPI-SMBE,IR Incomplete Exam
GPI-STD,IR Incomplete Exam
GPI-STEVARS,IR Incomplete Exam
GPI-VEUPEL,IR Incomplete Exam
GPI-VOC,IR Incomplete Exam
GPI-VOCP,IR Incomplete Exam
SPI-ANABS,IR Incomplete Exam
SPI-ANFIS,IR Incomplete Exam
SPI-CAIPICC,IR Incomplete Exam
SPI-ERCPS,IR Incomplete Exam
SPI-PUAVP,IR Incomplete Exam
SPI-REFB,IR Incomplete Exam
SPI-TIPS,IR Incomplete Exam
GPANSAN,IR Angio Angioplasty
SPEXLL,IR Ultrasound Guidance
SPEXLR,IR Ultrasound Guidance
SPUSGUNB,IR Ultrasound Guidance
SPUSGUPA,IR Ultrasound Guidance
SPUSNE,IR Ultrasound Guidance
USGUPA,IR Ultrasound Guidance
FLINMF,IR Injection Muscle
GPINMU,INJECTION MUSCLE
SPINMF,IR Injection Muscle
SPINMU,IR Injection Muscle
FLNEBCSF,IR Block Nerve-Facet Single
FLNEBSS,IR Block Nerve-Facet Single
SPNEBSS,IR Block Nerve/Facet Single
FLNEBCMF,IR Block Nerve-Facet Multi
FLNEBSM,IR Block Nerve-Facet Multi
SPNEBSM,IR Block Nerve/Facet Multi
SPPRMI,IR Prostate Marker Implant
SPSACAS,IR Sampling Calcium Stimulation
FLSTEVARS,IR EVAR Stent
GPSTEVARS,IR EVAR Stent
GPSTEVARSRA,IR EVAR Stent
SPSTEVARSRA,IR EVAR Stent
SPLUP,IR LUMBAR PUNCTURE
SPLUPP,IR Lumbar Puncture
SPLUPR,IR LUMBAR PUNCTURE
GPFLUEL,IR Biopsy Upper Extremity
GPFLUER,IR Biopsy Upper Extremity
SPANFEB,IR Angio Femoral BILAT
SPANFEBAN,IR Angio Femoral BILAT
SPCH,IR Chest
FLSIN,IR Sinogram
FLSINO,IR Sinogram
GPSINO,IR Sinogram
GPSTDHS,IR Sinogram
GPFIR,IR Fistulogram RT
SPANFEL,IR Angio Femoral LT
SPANFELS,IR Angio Femoral LT
GPBIBO,IR Biopsy Bone
SPBIBO,IR Biopsy Bone
GPARFOL,IR Arthrogram Foot
GPARFOR,IR Arthrogram Foot
SPANARP,IR ANGIO ARTERIAL
SPANARPO,IR ANGIO ARTERIAL
SPBIBRFNARP,IR BIOPSY BREAST FNA RT
SPBIBRFNARU,IR BIOPSY BREAST FNA RT
SPBIBRFNALU,IR BIOPSY BREAST FNA LT
SPBILYNCHU,IR BIOPSY LYMPH NODE CHEST
SPPEADBRA,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEADBRLP,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEADBRLU,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEADBRRP,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEADBRRU,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEFDABTU,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEFDBRA,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEFDBRLC,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEFDBRLU,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEFDBRRC,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPPEFDBRRU,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
USPEADBRL,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
USPEADBRR,IR  PERC ABSCESS OR FLUID DRAINAGE BREAST
SPANPUAVC,IR ANGIO PUNCTURE ART VEN CONTRAST
SPANPUAVCA,IR ANGIO PUNCTURE ART VEN CONTRAST
SPBIBRCL5UCU,IR BIOPSY CORE LT US
SPBIBRCL5UU,IR BIOPSY CORE LT US
SPBIBRCL6OCU,IR BIOPSY CORE LT US
SPBIBRCL6OU,IR BIOPSY CORE LT US
SPBIBRCR5UCU,IR BIOPSY CORE RT US
SPBIBRCR5UU,IR BIOPSY CORE RT US
SPBIBRCR6OCU,IR BIOPSY CORE RT US
SPBIBRCR6OU,IR BIOPSY CORE RT US
SPUNP,IR OTHER
CCLHCDL,IR HEART CATHETERIZATION
CCLHCDR,IR HEART CATHETERIZATION
CCLHF,IR HEART CATHETERIZATION
CCLPCI,IR HEART CATHETERIZATION
CCLPCIHCL,IR HEART CATHETERIZATION
CCLPCIHCR,IR HEART CATHETERIZATION
SPBIMUU,IR Biopsy Soft Tissue
SPANFERAN,IR Angio Femoral PTA RT
FLEPBC,IR Epidural Block Cervical
GPEPBC,IR Epidural Block Cervical
FLEPBT,IR Epidural Block Thoracic
GPEPBT,IR Epidural Block Thoracic
SPEPBT,IR Epidural Block Thoracic
FLPAU,IR Paracentesis
GPPAU,IR Paracentesis
GPANFER,IR Angio Femoral RT
SPANFER,IR Angio Femoral RT
SPANFERS,IR Angio Femoral RT
SPBIBRFNAA,Breast FNA
SPBIBRFNAACP,Breast FNA
SPBIBRFNABU,Breast FNA
SPNEBLSU,Nerve Blk Lumbar Single
FLTHOR,IR Thoracentesis
GPTHOR,IR Thoracentesis
SPTHATHA,IR Thermal Ablation
SPTUAT,IR Thermal Ablation
CCLAPC,IR Angioplasty Carotid
CCLBM,IR Biopsy Myocardium
CCLCPFO,IR Closure Patent Foramen Ovale
CCLAPS,IR Angioplasty Subclavian
CCLCAAL,IR Closure Atrial Appendage Lt
CCLCASD,IR Closure Atrial Septal Defect
CCLIABP,IR Intraaortic Balloon Pump
CCLSA,IR Septal Ablation
CCLVP,IR Valvuloplasty
CCLEPD,EP Diagnostic
CCLEPDA,EP Diagnostic
SPPEFDCHA,IR Perc Fluid Drainage Chest Add
SPEME,IR EMBOLIZATION EPISTAXIS
SPEME30SR,IR EMBOLIZATION EPISTAXIS
SPINIVGIM,IR INJECTION IV GI MOTILITY
SPCAREPF,IR CATHETER REVISION PORTACATH
SPCAREPU,IR CATHETER REVISION PORTACATH
SPLIMPU,IR Liver Marker Placement US
SPNEBSSF,IR Nerve Blk Symp Splanchnic Fl
SPTHPU,IR Thrombolysis Pulmonary
SPLY,IR Angio Lymphangiography
SPANPU,IR Angio Pulmonary
SPANPUS,IR Angio Pulmonary Selective
SPANPUSO,IR Angio Pulmonary Selective
CCLAGR,IR Angio Renal BILAT
SPANABS,IR Angio Abdominal Selective
SPANABSO,IR Angio Abdominal Selective
SPANABSOW,IR Angio Abdominal Selective
SPANSUBS,IR Angio Subclavian BILAT
SPANPSUL,IR Angio Subclavian LT
SPANSULS,IR Angio Subclavian LT
SPANABA,IR Angio Aorta Abdominal
SPANPSUR,IR Angio Subclavian RT
SPANSURS,IR Angio Subclavian RT
SPTHSUC,IR Angio Thrombolysis Follow up
SPTHSUC24,IR Angio Thrombolysis Follow up
SPTHSUC36,IR Angio Thrombolysis Follow up
SPTIPS,IR Angio TIPS
SPTIPSA24,IR Angio TIPS Additional 24 hours
SPI-CAIPIC,IR Angio Transjugular Liver Biopsy
MPA-BIBR,MG Attempted Exam
MPA-FIWLU,MG Attempted Exam
MPA-GA,MG Attempted Exam
MPA-MA,MG Attempted Exam
MPA-MAU,MG Attempted Exam
MPAT,MG Attempted Exam
MPUNP,MG Attempted Exam
MPGAB,MG Galactogram BILAT
MPGAL,MG Galactogram LT
MPGAR,MG Galactogram RT
ABFMDIG,MG Imported Digital Study
MPMADF,MG Imported Digital Study
MPMAIDI,MG Imported Digital Study
MPRADMIE,MG Imported Digital Study
ABSMMABI,MG Imported SMP Study
MPMABT,MG Mammogram And Tomo Diagnostic BILAT
MPTOBRB,MG Mammogram And Tomo Diagnostic BILAT
MPTOBRBAV,MG Mammogram And Tomo Diagnostic BILAT
MPMALT,MG Mammogram And Tomo Diagnostic LT
MPTOBRL,MG Mammogram And Tomo Diagnostic LT
MPTOBRLAV,MG Mammogram And Tomo Diagnostic LT
MPMART,MG Mammogram And Tomo Diagnostic RT
MPTOBRR,MG Mammogram And Tomo Diagnostic RT
MPTOBRRAV,MG Mammogram And Tomo Diagnostic RT
MPMAB,MG Mammogram Diagnostic BILAT
MPMABAV,MG Mammogram Diagnostic BILAT
MPMABI,MG Mammogram Diagnostic BILAT
MPBRTSL,MG Breast Specimen LT
MPBRTSLL,MG Breast Specimen LT
MPBRTSLWL,MG Breast Specimen LT
MPCOMVB,MG Breast Specimen LT
MPCOMVL,MG Mammogram Diagnostic LT
MPMAL,MG Mammogram Diagnostic LT
MPMALAV,MG Mammogram Diagnostic LT
MPCOMVR,MG Mammogram Diagnostic RT
MPMAR,MG Mammogram Diagnostic RT
MPMARAV,MG Mammogram Diagnostic RT
MPMASC,MG Mammogram Screening
MPI-BIBRL,MG Partially Completed Exam
MPI-BIBRR,MG Partially Completed Exam
MPI-FIWLU,MG Partially Completed Exam
MPI-GA,MG Partially Completed Exam
MPI-MABI,MG Partially Completed Exam
MPI-MAL,MG Partially Completed Exam
MPI-MAR,MG Partially Completed Exam
MPBIBRCL5U,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRCL5UP,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRCL6O,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRCL6OP,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRL5U,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRL5UP,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRL6O,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRL6OP,MG Stereo Core Biopsy Multiple Sites LT
SPBIBCL5UU,MG Stereo Core Biopsy Multiple Sites LT
SPBIBRCL5UP,MG Stereo Core Biopsy Multiple Sites LT
SPBIBRCL6OP,MG Stereo Core Biopsy Multiple Sites LT
MPBIBRCR5U,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRCR5UP,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRCR6O,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRCR6OP,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRR5U,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRR5UP,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRR6O,MG Stereo Core Biopsy Multiple Sites RT
MPBIBRR6OP,MG Stereo Core Biopsy Multiple Sites RT
SPBIBRCR5UP,MG Stereo Core Biopsy Multiple Sites RT
SPBIBRCR6OP,MG Stereo Core Biopsy Multiple Sites RT
GPBIBRLNC,MG Stereo Core Biopsy Single Site LT
GPBIBRRNC,MG Stereo Core Biopsy Single Site RT
MPBRTSR,MG Breast Specimen RT
MPBRTSRL,MG Breast Specimen RT
MPBRTSRWL,MG Breast Specimen RT
MPBRTSB,MG Breast Specimen
MPBRTSBWL,MG Breast Specimen
MPBIBRB5U,MG Stereo Core Biopsy Single Site BILAT
MPBIBRB5UP,MG Stereo Core Biopsy Single Site BILAT
MPBIBRB6O,MG Stereo Core Biopsy Single Site BILAT
MPBIBRBB,MG Stereo Core Biopsy Single Site BILAT
MPBIBRBBP,MG Stereo Core Biopsy Single Site BILAT
SPBIBRCB5UP,MG Stereo Core Biopsy Single Site BILAT
SPBIBRCB5UU,MG Stereo Core Biopsy Single Site BILAT
SPBIBRCB6OP,MG Stereo Core Biopsy Single Site BILAT
SPBIBRCB6OU,MG Stereo Core Biopsy Single Site BILAT
MPINSF,MG Rad Review
MPINSFWCB,MG Rad Review
MPREO,MG Rad Review
MPBRHCS,MG Consultation
MPCLPL,MG Clip Placement Breast Lt
MPCLPLL2,MG Clip Placement Breast Lt
SPCLPLL2U,MG Clip Placement Breast Lt
MPCLPR,MG Clip Placement Breast Rt
MPCLPRL2,MG Clip Placement Breast Rt
USCLPR,MG Clip Placement Breast Rt
MPRASLB,MG Radio Seed Localiz Bil-mam
MPRASLL,MG Radio Seed Localiz Lt-mam
MPRASLR,MG Radio Seed Localiz Rt-mam
MPRASTSB,MG Radio Seed Tissue Specimen Bil
MPRASTSL,MG Radio Seed Tissue Specimen Lt
MPRASTSR,MG Radio Seed Tissue Specimen Rt
MPRASTSBWL,MG Radio Seed Tissue Specimen Bi WL
MPRASTSLWL,MG Radio Seed Tissue Specimen Lt WL
MPFIWLB,MG Fine Wire Localization BILAT
MPRASTSRWL,MG Radio Seed Tissue Specimen Rt WL
MPBIBRCB5U,MG Stereo Core Biopsy Multiple Sites BILAT
MPBIBRCB5UP,MG Stereo Core Biopsy Multiple Sites BILAT
MPBIBRCB6O,MG Stereo Core Biopsy Multiple Sites BILAT
MPBIBRCBB,MG Stereo Core Biopsy Multiple Sites BILAT
MPBIBRCBBP,MG Stereo Core Biopsy Multiple Sites BILAT
SPBIBRCB5UCU,MG Stereo Core Biopsy Multiple Sites BILAT
SPBIBRCB6OCU,MG Stereo Core Biopsy Multiple Sites BILAT
MPCLPB,MG Clip Placement Breast BILAT
MPFIWLL,MG Fine Wire Localization LT
MPFIWLLL2,MG Fine Wire Localization LT
MPPRFIWLLL,MG Fine Wire Localization LT
MPFIWLR,MG Fine Wire Localization RT
MPFIWLRL2,MG Fine Wire Localization RT
MPPRFIWLLR,MG Fine Wire Localization RT
MRABA,MR Angio Abdomen w/o Contrast
MRFOL,MR Foot w/o Contrast LT
MRFOR,MR Foot w/o Contrast RT
MRFOLC,MR Foot with Contrast LT
MRFORC,MR Foot with Contrast RT
MRABAC,MR Angio Abdomen with Contrast
MRHE,MR Head w/o Contrast
MRHEF,MR Head w/o Contrast
MRHER,MR Head W/o Contrast
MRHEC,MR Head with Contrast
MRHECR,MR Head with Contrast
MRHECRP,MR HEAD WITH CONTRAST
MRNEA,MR Angio Carotid w/o Contrast
MRNFHE,MR Head w/o Contrast
MRHIJR,MR Hip w/o Contrast RT
MRNFHIJR,MR Hip w/o Contrast RT
MRHIJL,MR Hip with Contrast LT
MRHIJLC,MR Hip with Contrast LT
MRHIJRC,MR Hip with Contrast RT
MRNEAC,MR Angio Carotid with Contrast
MRIAC,MR Internal Auditory Canal w/o Contrast
MRIACC,MR Internal Auditory Canal with Contrast
MRKNJL,MR Knee w/o Contrast LT
MRNFKNJL,MR Knee w/o Contrast LT
MRKNJR,MR Knee w/o Contrast RT
MRNFKNJR,MR Knee w/o Contrast RT
MRKNJLC,MR Knee with Contrast LT
MRNFKNJLC,MR Knee with Contrast LT
MRKNJRC,MR Knee with Contrast RT
MRNE,MR Neck and or Nasopharynx w/o Contrast
MRNEC,MR Neck and or Nasopharynx with Contrast
MROR,MR Orbits w/o Contrast
MRORC,MR Orbits with Contrast
MRI-AB,MR Partially Completed Exam
MRI-BR,MR Partially Completed Exam
MRI-CH,MR Partially Completed Exam
MRI-EXLL,MR Partially Completed Exam
MRI-EXLR,MR Partially Completed Exam
MRI-EXUL,MR Partially Completed Exam
MRI-EXUR,MR Partially Completed Exam
MRI-HE,MR Partially Completed Exam
MRI-NE,MR Partially Completed Exam
MRI-PE,MR Partially Completed Exam
MRI-SP,MR Partially Completed Exam
MRHIJB,MR Pelvis w/o Contrast
MRPE,MR Pelvis w/o Contrast
MRHIJBC,MR Pelvis with Contrast
MRPEC,MR Pelvis with Contrast
MRPECR,MR Pelvis with Contrast
MRCHANG,MR Angio Chest wo/w Contrast
MRCHANGC,MR Angio Chest wo/w Contrast
MRFEAR,MR Runoff w/o Contrast
MRFEARC,MR Runoff with Contrast
MRSAJ,MR Sacroiliac Joints w/o Contrast
MRSAJC,MR Sacroiliac Joints with Contrast
MRSEC,MR Sella Turcica with Contrast
MRNFSHJLC,MR Shoulder w/o Contrast LT
MRSHJL,MR Shoulder w/o Contrast LT
MRNFSHJR,MR Shoulder w/o Contrast RT
MRSHJR,MR Shoulder w/o Contrast RT
MRSHJRR,MR Shoulder w/o Contrast RT
MRNFSHJL,MR Shoulder with Contrast LT
MRSHJLC,MR Shoulder with Contrast LT
MRSHJLR,MR Shoulder with Contrast LT
MRNFSHJRC,MR Shoulder with Contrast RT
MRSHJRC,MR Shoulder with Contrast RT
MRSPAA,MR Spine 3 Areas w/o Contrast
MRSPC,MR Spine 3 Areas w/o Contrast
MRCES,MR Spine Cervical w/o Contrast
MRNFCES,MR Spine Cervical w/o Contrast
MRCESC,MR Spine Cervical with Contrast
MREXLLAC,MR ANGIO EXTREMITY LOWER WITH CONT LT
MRLUS,MR Spine Lumbar w/o Contrast
MRLUSC,MR Spine Lumbar with Contrast
MRNFTHS,MR Spine Thoracic w/o Contrast
MRTHS,MR Spine Thoracic w/o Contrast
MRTHSC,MR Spine Thoracic with Contrast
MREXLRAC,MR Angio Extremity Lower with Cont RT
MRTEJ,MR Temporomandibular Joints w/o Contrast
MRTEJC,MR Temporomandibular Joints with Cont
MRPEVC,MR Venogram Abdomen with Contrast
MRHEV,MR Venogram Head with Contrast
MRWRJL,MR Wrist w/o Contrast LT
MRNFWRJR,MR Wrist w/o Contrast RT
MRWRJR,MR Wrist w/o Contrast RT
MRNFWRJLC,MR Wrist with Contrast LT
MRWRJLC,MR Wrist with Contrast LT
MRNFWRJRC,MR Wrist with Contrast RT
MRWRJRC,MR Wrist with Contrast RT
MRFEAC,MR Angio Extremity with Contrast
MREXULC,MR Ext Upper with Contrast LT
MREXUL,MR Ext Upper w/o Contrast LT
MREXURC,MR Ext Upper with Contrast RT
MREXUR,MR Ext Upper w/o Contrast RT
MREXULA,MR Angio Extremity Upper with Cont LT
MREXULAC,MR Angio Extremity Upper with Cont LT
MRBIBRCB6OC,MR BIOPSY BREAST BILAT
MRBIBRCL5U,MR Biopsy Breast BILAT
MRBIBRCR6OC,MR Biopsy Breast BILAT
MREXURA,MR Angio Extremity Upper with Cont RT
MREXURAC,MR Angio Extremity Upper with Cont RT
MREXLLC,MR Ext Lower with Contrast LT
MRNFEXLLC,MR Ext Lower with Contrast LT
MRSPCC,MR Ext Lower with Contrast LT
MREXLL,MR Ext Lower w/o Contrast LT
MREXLRC,MR Ext Lower with Contrast RT
MRNFEXLR,MR Ext Lower with Contrast RT
MREXLR,MR Ext Lower w/o Contrast RT
MRHEA,MR Angio Head w/o Contrast
MRANJBC,MR Ankle with Contrast BILAT
MRANJB,MR Ankle w/o Contrast BILAT
MRHEAC,MR Angio Head with Contrast
MRKNJBC,MR Knee with Contrast BILAT
MRKNJB,MR Knee w/o Contrast BILAT
MRSAC,MR SACRUM WO/W CONTRAST
MRSA,MR Sacrum w/o Contrast
MREXUBC,MR Ext Upper with Contrast BILAT
MREXUB,MR Ext Upper w/o Contrast BILAT
MRFIWLRP,MR Breast Fine Wire RT
MRBRP,MR BRACHIAL PLEXUS
MREN,MR ENTEROGRAPHY w/o Contrast
MRFEA,MR Angio Extremity w/o Contrast
MRPRC,MR Prostate w/ Contrast
MRPR,MR Prostate w/o Contrast
MRANJL,MR Ankle w/o Contrast LT
MRNFANJL,MR Ankle w/o Contrast LT
MRNFANJR,MR Ankle w/o Contrast RT
MRUR,MR Urogram
MRURC,MR Urogram
MRBRPC,MR Brachial Plexus with Contrast
MRANJLC,MR Ankle with Contrast LT
MRANJR,MR Ankle with Contrast RT
MRANJRC,MR Ankle with Contrast RT
MRFIWLLP,MRI Fine Wire Localization Left
MRA/HE,MR Attempted Exam
MRA-ABP,MR Attempted Exam
MRA-AN,MR Attempted Exam
MRA-BO,MR Attempted Exam
MRA-CH,MR Attempted Exam
MRA-EXB,MR Attempted Exam
MRA-EXL,MR Attempted Exam
MRA-EXR,MR Attempted Exam
MRA-HE,MR Attempted Exam
MRA-NE,MR Attempted Exam
MRA-SP,MR Attempted Exam
MRBIBRCL5UC,MR Biopsy Breast LT
MRBIBRCL6O,MR BIOPSY BREAST LT
MRBIBRCL6OC,MR Biopsy Breast LT
MRBIBRL,MR Biopsy Breast LT
MRBIBRCR5U,MR Biopsy Breast RT
MRBIBRCR5UC,MR BIOPSY BREAST RT
MRBIBRR,MR Biopsy Breast RT
MRBIBRRC,MR Biopsy Breast RT
MRANTHLVC,MRI Venogram Lower Ext w/ Con BILAT
MRBRPL,MR Brachial Plexus w/o Contrast LT
MRENC,MR Abdomen and Pelvis with Contrast
MRBRPR,MR Brachial Plexus w/o Contrast RT
MRBRPLC,MR Brachial Plexus with Contrast LT
MRBRPRC,MR Brachial Plexus with Contrast RT
MRBRB,MR Breast w/o Contrast BILAT
MRBRL,MR Breast w/o contrast LT
MRBRR,MR Breast w/o Contrast RT
MRBRBC,MR Breast with Contrast BILAT
MRBRBSC,MR Breast with Contrast BILAT
MRBRLC,MR Breast with Contrast LT
MRBIBRCR6O,MR Breast with Contrast RT
MRBRRC,MR Breast with Contrast RT
MRHEAR,MR Cardiac w/o Contrast
MRAB,MR Abdomen w/o Contrast
MRHEARC,MR Cardiac with Contrast
